VERSE,SCRIPTURE
Verse 1,UNkulunkulu uyisiphephelo sethu namandla ethu; ufunyaniswa elusizo impela ekuhluphekeni.  
Verse 2,"Ngakho-ke asiyikwesaba nokuba kuguquka umhlaba, nezintaba zidilikela ekujuleni kolwandle,  "
Verse 3,"nokuba amanzi alo ehlokoma, ekhephuza, Sela*  "
Verse 4,"Ukhona umfula omanzi awo athokozisa umuzi kaNkulunkulu, indlu engcwele yoPhezukonke.  "
Verse 5,"UNkulunkulu uphakathi kwawo, awuyikuzanyazanyiswa; uNkulunkulu uyakuwusiza ngovivi lokusa.  "
Verse 6,"Izizwe ziyaxokozela; imibuso iyazamazama; uphumisela izwi lakhe, umhlaba uncibilike.  "
Verse 7,UJehova Sebawoti unathi; Sela*  
Verse 8,"Wozani nibone izenzo zikaJehova, izincithakalo azenzileyo emhlabeni.  "
Verse 9,"Uphelisa ukulwa kuze kube semikhawulweni yomhlaba; uyaphula umnsalo, anqume umkhonto, izinqola zempi azishise ngomlilo.  "
Verse 10,"Thulani, niqonde ukuthi mina nginguNkulunkulu; ngiyakuphakama phakathi kwabezizwe, ngiphakame emhlabeni.  "
Verse 11,UJehova Sebawoti unathi; Sela*
Verse 12,
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 1,"Shayani izandla, zizwe zonke; hlokomani kuNkulunkulu ngezwi lokuhalalisa.  "
Verse 2,Ngokuba uJehova oPhezukonke uyesabeka; uyinkosi enkulu phezu komhlaba wonke.  
Verse 3,"Wathobisa abantu phansi kwethu, nezizwe phansi kwezinyawo zethu.  "
Verse 4,"Wasikhethela ifa lethu, Sela*  "
Verse 5,"UNkulunkulu wenyukile ngokuhlokoma, uJehova ngokukhala kwecilongo.  "
Verse 6,"Hubelani uNkulunkulu, hubani! Hubelani iNkosi yethu, hubani!  "
Verse 7,Ngokuba uNkulunkulu uyinkosi yomhlaba wonke; hubani ihubo!  
Verse 8,UNkulunkulu uyabusa izizwe; uNkulunkulu uhlezi esihlalweni sakhe esingcwele sobukhosi.  
Verse 9,"Izikhulu zabantu zibuthene, zibe yisizwe sikaNkulunkulu ka-Abrahama, ngokuba izihlangu zomhlaba zingezikaNkulunkulu; uphakeme kakhulu."
Verse 10,
Verse 11,
Verse 12,
Verse 13,
Verse 14,
Verse 15,
Verse 1,"Mkhulu uJehova, udunyiswa kakhulu emzini kaNkulunkulu wethu entabeni yakhe engcwele.  "
Verse 2,"Inhle ngokuphakama, ingukuthokoza komhlaba wonke intaba yaseSiyoni emaceleni asenyakatho, umuzi weNkosi enkulu.  "
Verse 3,UNkulunkulu uyaziwa ezindlini zawo zobukhosi ukuthi uyinqaba.  
Verse 4,"Ngokuba bheka, amakhosi abuthana; aqhubeka kanyekanye.  "
Verse 5,"Abona, ayesemangala; ashaywa luvalo, aphaphatheka.  "
Verse 6,"Ehlelwa lapho ngukuthuthumela, yivuso njengakobelethayo.  "
Verse 7,Ngomoya wasempumalanga waphula imikhumbi yaseTharishishi.  
Verse 8,"Njengalokho sizwile, kanjalo sikubonile emzini kaJehova Sebawoti, emzini kaNkulunkulu wethu; Sela*  "
Verse 9,"Siyazindla ngomusa wakho, Jehova, siphakathi ethempelini lakho.  "
Verse 10,"Njengalo igama lakho, Nkulunkulu, kunjalo ukubongwa kwakho kuze kube semikhawulweni yomhlaba; isandla sakho sokunene sigcwele ukulunga.  "
Verse 11,"Mayijabule intaba yaseSiyoni, kwethabe amadodakazi akwaJuda ngenxa yezahlulelo zakho.  "
Verse 12,"Zungezani iSiyoni, nilikake, nibale imibhoshongo yalo.  "
Verse 13,"Qaphelani izindonga zalo, nidabule izindlu zalo zobukhosi, ukuze nilandisele isizukulwane esizayo.  "
Verse 14,"Ngokuba lo Nkulunkulu, unguNkulunkulu wethu phakade naphakade; uzakusihola kuze kube sekufeni."
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 1,"Yizwani lokhu nonke nina bantu; bekani indlebe nina nonke enakhileyo ezweni,  "
Verse 2,"abantukazana nezikhulu, abacebileyo nabampofu.  "
Verse 3,"Umlomo wami uzakukhuluma ukuhlakanipha, ukuzindla kwenhliziyo yami kuzakuba ngokokuqonda.  "
Verse 4,"Ngizakubeka indlebe yami kuso isaga, ngiphenye imfumbe yami ngehabhu.*  "
Verse 5,"Bengizakwesabelani ezinsukwini ezimbi, lapha ububi babangizingelayo bungihaqa,  "
Verse 6,"labo abathemba imfuyo yabo bezigabisa ngomcebo wabo omkhulu, na?  "
Verse 7,"Umuntu angemhlenge umfowabo, angemnike uNkulunkulu ihlawulo ngaye.  "
Verse 8,Ngokuba ukuhlengwa komphefumulo wabo kubiza kakhulu; akunakuphela nanini  
Verse 9,"ukuba aphile njalo, angaboni ukubola.  "
Verse 10,"Qha, uyakubona ukuthi abahlakaniphileyo bayafa nokuthi isiwula kanye nesiphukuphuku ziyabhubha, imfuyo yabo bayishiyele abanye.  "
Verse 11,"Ukucabanga kwabo kuthi izindlu zabo zizakuma kuze kube phakade, nemizi yabo ezizukulwaneni ngezizukulwane; amazwe abo bawabiza ngamagama abo.  "
Verse 12,"Kepha umuntu, nokuba enodumo, akayikuma; ufana nezilwane ezibhubhayo.  "
Verse 13,"Le ndlela yabo ingubuwula babo, Sela*  "
Verse 14,"Baqhutshelwa endaweni yabafileyo njengezimvu; ukufa kuyakubalusa, abaqotho babuse phezu kwabo ngakusasa, isimo sabo siqedwe yindawo yabafileyo, bangabe besaba nandlu.  "
Verse 15,Kepha uNkulunkulu uyakuwukhulula umphefumulo wami Sela*  
Verse 16,"Ungesabi, nxa umuntu eceba, nxa ubukhosi bendlu yakhe banda.  "
Verse 17,Ngokuba ekufeni kwakhe akayikuphatha lutho; ubukhosi bakhe abuyikwehla naye.  
Verse 18,"Noma ebusisa umphefumulo wakhe esaphila, futhi abantu bekudumisa, ngokuba uzondle kahle,  "
Verse 19,nokho uyakuya esizukulwaneni sawoyise; abayikukubona ukukhanya naphakade.  
Verse 20,Umuntu onodumo engenakuqonda unjengezilwane ezibhubhayo.
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 25,
Verse 1,"UNkulunkulu uMninimandla onke, uJehova, uyakhuluma, ubiza umhlaba kusukela ekuphumeni kwelanga kuze kube sekushoneni kwalo.  "
Verse 2,ESiyoni eliphelele ebuhleni uNkulunkulu uqhamile ekukhanyeni.  
Verse 3,"UNkulunkulu wethu uyeza, akayikuthula; umlilo udla phambi kwakhe; uphahlwe yisivunguvungu esikhulu.  "
Verse 4,Ubiza izulu ngaphezulu kanye nomhlaba ukuba ahlulele isizwe sakhe:  
Verse 5,“Buthelani kimi abangcwele bami abenza isivumelwano nami ngomhlatshelo.”  
Verse 6,"Izulu lishumayela ukulunga kwakhe, Sela*  "
Verse 7,"“Yizwa, sizwe sami, ngiyakukhuluma; Israyeli, ngizakufakaza kuwe ukuthi: NginguNkulunkulu, uNkulunkulu wakho.  "
Verse 8,Angiyikukujezisa ngenxa yemihlatshelo yakho; iminikelo yakho yokushiswa iphambi kwami njalo.  
Verse 9,Angiyikuthatha nkunzi endlini yakho nampongo ezibayeni zakho.  
Verse 10,"Ngokuba zingezami zonke izilwane zehlathi, nezinkomo zasezintabeni eziyizinkulungwane.  "
Verse 11,"Ngiyazazi zonke izinyoni zasezintabeni, nezilwane zasendle zaziwa yimi.  "
Verse 12,"Uma bengilambile, bengingekutshele wena, ngokuba ungowami umhlaba wonke nokugcwala kwawo.  "
Verse 13,"Ngiyakudla yini inyama yezinkunzi, ngiphuze igazi lezimpongo, na?  "
Verse 14,"Nikela kuNkulunkulu umnikelo wokubonga, uzigcwalise izithembiso zakho koPhezukonke;  "
Verse 15,"ngibize ngosuku lwenhlupheko; ngiyakukukhulula, wena uyakungidumisa.”  "
Verse 16,"Kepha komubi uNkulunkulu uthi: “Yini ukuba ushumayele izimiso zami, uphathe isivumelwano sami ngomlomo wakho,  "
Verse 17,"ingani uyazonda ukuqondiswa, amazwi ami uwalahla emva kwakho, na?  "
Verse 18,"Uma ubona isela, uvumelana nalo; neziphingi uhlanganyela nazo.  "
Verse 19,Umlomo wakho uwuyekela ebubini; ulimi lwakho luqamba inkohliso.  
Verse 20,Uhlala uhleba umfowenu; unyevuza indodana kanyoko.  
Verse 21,"Lokho ukwenzile, ngathula; ushaye sengathi nginjengawe; ngizakukulaya, ngikubeke phambi kwamehlo akho.  "
Verse 22,"“Qaphelani lokho nina enikhohlwa uNkulunkulu, funa nginidwengule, kungabikho osindisayo.  "
Verse 23,Onikela ngomnikelo wokubonga uyangidumisa; oqaphela indlela yakhe ngiyakumbonisa insindiso kaNkulunkulu.”
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 28,
Verse 29,
Verse 30,
Verse 31,
Verse 32,
Verse 33,
Verse 1,"Ngihawukele, Nkulunkulu, ngokomusa wakho; yesula iziphambeko zami ngokobubele bakho obukhulu.  "
Verse 2,"Ngigezisise ebubini bami, ungihlanze esonweni sami.  "
Verse 3,Ngokuba ngiyazazi iziphambeko zami; isono sami siphambi kwami njalo.  
Verse 4,"Ngonile kuwe wena wedwa, ngakwenza okubi emehlweni akho, ukuze uthiwe ulungile ekukhulumeni kwakho, uchache ekwahluleleni kwakho.  "
Verse 5,"Bheka, ngazalelwa ebubini, umame wangithabatha esonweni.  "
Verse 6,"Bheka, uthanda iqiniso ngaphakathi enhliziyweni; wongifundisa ukuhlakanipha ekujuleni kwenhliziyo.  "
Verse 7,"Ngihlanze ngehisopi,* ngihlambuluke; ngigeze, ngibe mhlophe kuneqhwa.  "
Verse 8,"Ngizwise intokozo nenjabulo, ukuze ethabe amathambo owachobozileyo.  "
Verse 9,"Fihla ubuso bakho ezonweni zami, wesule zonke izenzo zami ezimbi.  "
Verse 10,"Nkulunkulu, dala kimi inhliziyo ehlanzekileyo, uvuse umoya oqinileyo phakathi kwami.  "
Verse 11,"Ungangilahli ebusweni bakho, ungangemuki uMoya wakho oNgcwele.  "
Verse 12,"Buyisela kimi ukuthokoza kwensindiso yakho, ungiphase ngomoya ovumayo.  "
Verse 13,Khona ngiyakufundisa abaphambukayo izindlela zakho; nezoni ziyakuphendukela kuwe.  
Verse 14,"Ngikhulule ecaleni legazi, Nkulunkulu, Nkulunkulu wensindiso yami. Khona ulimi lwami luyakuhubela ukulunga kwakho.  "
Verse 15,"Nkosi, vula izindebe zami, ukuze umlomo wami ulande ngodumo lwakho.  "
Verse 16,"Ngokuba awuwuthandi umhlatshelo; noma bengizakukunika uminikelo wokushiswa, ubungayikuthokoza ngawo.  "
Verse 17,"Iminikelo kaNkulunkulu ingumoya owaphukileyo; inhliziyo eyaphukileyo nedabukileyo, Nkulunkulu, awuyikuyidelela.  "
Verse 18,"Lenzele iSiyoni okuhle ngokomusa wakho, uzakhe izingange zaseJerusalema.  "
Verse 19,Khona uyakuyijabulela iminikelo yokulunga eshiswayo neshiswa yonke; khona bayakunikela ngezinkunzi phezu kwe-altare lakho.
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 28,
Verse 1,Uzigabiselani ngokubi wena siqhwaga na? Umusa kaNkulunkulu umi njalo.  
Verse 2,"Ulimi lwakho lusongoza okubi njengempuco eloliweyo, wena owenza amacebo.  "
Verse 3,"Uthanda okubi kunokuhle, Sela*  "
Verse 4,Uthanda onke amazwi okubhubhisa wena lulimi lwenkohliso.  
Verse 5,"Ngakho-ke uNkulunkulu uyakukubhidliza kuze kube phakade; uyakukubamba, akukhiphe etendeni lakho, Sela*  "
Verse 6,"Abalungileyo bayakukubona, besabe; bayakumhleka, bathi:  "
Verse 7,"“Bheka, nasi isiqhwaga esingamenzanga uNkulunkulu abe yinqaba yaso, kepha sethemba ingcebo yaso enkulu, siziqinisa ebubini baso.”  "
Verse 8,Kepha mina nginjengomnqumo oluhlaza endlini kaNkulunkulu; ngithemba umusa kaNkulunkulu njalonjalo kuze kube phakade naphakade.  
Verse 9,"Ngizakukudumisa kuze kube phakade, ngokuba ukwenzile; ngizakulindela igama lakho, ngokuba lihle phambi kwabangcwele bakho."
Verse 10,
Verse 11,
Verse 12,
Verse 13,
Verse 1,"Isiwula sithi enhliziyweni yaso: “Akakho uNkulunkulu,” iziphambeko zabo zimbi, ziyanengeka; akakho owenza okuhle.  "
Verse 2,"UNkulunkulu esezulwini uyababheka abantwana babantu ukubona uma kukhona yini onokuqonda, ofuna uNkulunkulu.  "
Verse 3,"Baphambukile bonke, bonakele bonke; akakho owenza okuhle, akakho noyedwa.  "
Verse 4,"Abanakwazi yini abenza okubi, abadla abantu bami njengalokhu bedla isinkwa, bengakhuleki kuNkulunkulu.  "
Verse 5,"Besaba nokwesaba, lapho kungekho okwesabisayo; ngokuba uNkulunkulu wasakaza amathambo akhe owamisa ngakuwe; wena ubajabhisile, ngokuba uNkulunkulu ubalahlile.  "
Verse 6,"Sengathi kungavela ukusindiswa kuka-Israyeli eSiyoni. Kuyakuthi lapho uNkulunkulu eguqula ukuthunjwa kwabantu bakhe, uJakobe ethabe, u-Israyeli ajabule."
Verse 7,
Verse 8,
Verse 9,
Verse 1,"Nkulunkulu, ngisindise ngegama lakho, ngahlulele ngamandla akho.  "
Verse 2,"Nkulunkulu, yizwa umkhuleko wami, ubeke indlebe emazwini omlomo wami.  "
Verse 3,Ngokuba abafo bangivukele; izidlova zifuna umphefumulo wami; Sela*  
Verse 4,"Bheka, uNkulunkulu ungumsizi wami; iNkosi ikubo abaphasa umphefumulo wami.  "
Verse 5,Uyabuyisela okubi ezitheni zami; zibhubhise ngokweqiniso lakho.  
Verse 6,"Ngizakunikela kuwe ngesihle; ngizakulibonga igama lakho, Jehova, ngokuba lihle.  "
Verse 7,"Ngokuba ungikhululile ekuhluphekeni konke; neso lami libuka izitha zami, lidele."
Verse 8,
Verse 9,
Verse 10,
Verse 1,"Lalela, Nkulunkulu, umkhuleko wami, ungazifihli ekunxuseni kwami.  "
Verse 2,"Ngizwele, ungiphendule; ngiyayaluza ekukhaleni kwami, ngiyabubula  "
Verse 3,"ngenxa yezwi lesitha, ngenxa yokucindezela komubi; ngokuba bagingqela okubi phezu kwami; bangizingela bethukuthele.  "
Verse 4,Inhliziyo yami iyathuthumela phakathi kwami; amavuso okufa angehlele.  
Verse 5,Ngifikelwe luvalo nokuqhaqhazela; ngikhwelwe ngukwesaba okukhulu.  
Verse 6,"Besengithi: “Sengathi ngingaba namaphiko njengejuba; ngabe ngindizela ekudeni, ngihlale khona.”  "
Verse 7,"Bheka, bengiyakubaleka, ngiye kude, Sela*  "
Verse 8,Ngabe ngiphuthuma indawo yokuphepha emoyeni ovunguzayo nasesiphephweni.  
Verse 9,"Bachithe, Nkosi, uphambanise ulimi lwabo, ngokuba ngibonile ubudlwangudlwangu nokuxabana emzini.  "
Verse 10,Imini nobusuku bahamba bezungeza phezu kwezingange zawo; okubi nokushinga kuphakathi kwawo.  
Verse 11,Ububi buphakathi kwawo; imbandezelo nenkohliso akusuki esigcawini sawo.  
Verse 12,Ngokuba akusiso isitha esingiklolodelayo; ngabe ngiyakuthwala; akusiye ongizondayo oziphakamise phezu kwami; ngabe ngamcashela;  
Verse 13,"kepha nguwe ntanga yami, mhlobo wami nomngane wami.  "
Verse 14,Sasihlalisana kamnandi; sasiya endlini kaNkulunkulu kanye nebandla elithokozayo.  
Verse 15,"Ukufa makubazume, bashonele endaweni yabafileyo besezwa, ngokuba ububi busezindlini zabo nasezinhliziyweni zabo.  "
Verse 16,Mina ngizakukhala kuNkulunkulu; uJehova uzakungisindisa.  
Verse 17,"Kusihlwa nasekuseni nasemini ngizakuzikhalela, ngibubule, abeselizwa izwi lami.  "
Verse 18,"Uyawuhlenga umphefumulo wami ngokuthula, bangasondeli kimi, ngokuba baningi abamelene nami.  "
Verse 19,"UNkulunkulu uzakuzwa, abaphendule, Sela* Yibona kambe okungekho kubo ukuphenduka, nabangamesabiyo uNkulunkulu.  "
Verse 20,Ubeka isandla ngakuye ohlalisene kahle naye; udumazile isivumelwano sakhe.  
Verse 21,"Umlomo wakhe ubushelezi kunephehlwa, kepha inhliziyo yakhe iyimpi; amazwi akhe athambile kunamafutha; nokho ayizinkemba ezikhokhiweyo.  "
Verse 22,"Phonsa phezu kukaJehova umthwalo wakho, uzakukuphasa; akayikuvuma naphakade ukuba olungileyo azanyazanyiswe.  "
Verse 23,Wena Nkulunkulu uyakubaphonsa egodini lokubhubhisa; abantu begazi nenkohliso abayikufinyelela nasenxenyeni yezinsuku zabo; kepha mina ngizakwethemba wena.
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 28,
Verse 29,
Verse 30,
Verse 31,
Verse 32,
Verse 33,
Verse 1,"Yiba nomusa kimi, Nkulunkulu, ngokuba abantu bafuna ukungigwinya; usuku lonke bayangicindezela belwa.  "
Verse 2,Izitha zami zifuna ukungigwinya usuku lonke; ngokuba baningi abalwa nami ngokuzidla.  
Verse 3,Mhla ngesabayo ngiyakwethemba wena.  
Verse 4,"KuNkulunkulu ngiyakudumisa izwi lakhe; ngithemba uNkulunkulu, angiyikwesaba; inyama ingangenzani na?  "
Verse 5,Amazwi ami bawahlanekezela usuku lonke; yonke imicabango yabo iqonde ukungona.  
Verse 6,"Bayabuthana, baqamekele, baqaphele izinyathelo zami, njengokuba beqamekela umphefumulo wami.  "
Verse 7,"Bayakuphunyuka yini ebubini babo na? Diliza izizwe ngentukuthelo, Nkulunkulu.  "
Verse 8,Ukuzula kwami ukubalile wena; yetha izinyembezi zami egabheni lakho; azikho encwadini yakho na?  
Verse 9,Khona izitha zami ziyakubuyela emuva mhla ngikhalayo; ngiyakwazi lokhu ukuthi uNkulunkulu unami.  
Verse 10,KuNkulunkulu ngiyakulidumisa izwi; kuJehova ngiyakulidumisa izwi.  
Verse 11,"Ngiyethemba kuNkulunkulu, angiyikwesaba; umuntu angangenzani na?  "
Verse 12,"Nkulunkulu, izithembiso zami kuwe ziphezu kwami; ngiyakunikela kuwe iminikelo yokubonga.  "
Verse 13,"Ngokuba uwukhululile umphefumulo wami ekufeni nezinyawo zami ekuweni, ukuze ngihambe ebusweni bukaNkulunkulu ekukhanyeni kwabaphilayo."
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 20,
Verse 1,"Yiba nomusa kimi, Nkulunkulu; yiba nomusa kimi. Ngokuba umphefumulo wami uphephela kuwe; ngifuna ukukhosela ethunzini lamaphiko akho, zize zidlule izinhlupheko.  "
Verse 2,"Ngizakukhala kuNkulunkulu oPhezukonke, kuNkulunkulu ongifezelayo.  "
Verse 3,"Uyakuthumela esezulwini, angisindise Sela* UNkulunkulu uyakuthuma umusa wakhe neqiniso lakhe.  "
Verse 4,"Umphefumulo wami uphakathi kwezingonyama; ngilala kwabavutha umlilo, abantwana babantu abamazinyo abo ayimikhonto nemicibisholo, abalulimi lwabo luyinkemba ebukhali.  "
Verse 5,"Phakama, Nkulunkulu, phezu kwezulu, inkazimulo ibe phezu komhlaba wonke.  "
Verse 6,"Izinyathelo zami bazibekele ugibe; umphefumulo wami ugobile; bembile igebe phambi kwami, Sela*  "
Verse 7,"Inhliziyo yami iduduzekile, Nkulunkulu; inhliziyo yami iduduzekile; ngizakuhlabelela, ngihube.  "
Verse 8,"Vuka, mphefumulo wami; vukani, lugubhu nehabhu!* Ngizakuvusa ukusa.  "
Verse 9,"Ngizakukubonga, Nkosi, phakathi kwabantu, ngikudumise phakathi kwezizwe.  "
Verse 10,"Ngokuba umusa wakho mkhulu kuze kube sezulwini, nokuthembeka kwakho kuze kube semafwini.  "
Verse 11,"Phakama, Nkulunkulu, phezu kwezulu, inkazimulo yakho ibe phezu komhlaba wonke."
Verse 12,
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 1,"Imbala nikhuluma ukulunga ngokuthula na? Madodana abantu, nahlulela ngobuqotho na?  "
Verse 2,Ingani enhliziyweni niphehla imisebenzi emibi; ezweni nilinganisa ngesilinganiso ukudluzula kwezandla zenu.  
Verse 3,"Ababi bahlubuka kwasesizalweni, abaqamba amanga baduka kwasesiswini.  "
Verse 4,"Isihlungu sabo sinjengesihlungu senyoka; banjengebululu eliyisithulu, elivimba indlebe yalo,  "
Verse 5,lingalaleli izwi lezinyanga ezilumba amalumbo ngokuhlakanipha.  
Verse 6,"Yaphula amazinyo abo emlonyeni wabo, Nkulunkulu! Phohloza amazinyo omhlathi ezingonyama ezingamabhongo, Jehova!  "
Verse 7,"Mabaphele njengamanzi agobhozayo; nxa ekhomba ngemicibisholo yakhe, mayibe sengathi iqundekile.  "
Verse 8,"Mababe njengomnenke oncibilika, uphele, njengokuphuphume kowesifazane okungalibonanga ilanga.  "
Verse 9,"Amabhodwe enu engakazizwa izinkuni zameva, uyakuziphephula, noma ziluhlaza noma zivutha.  "
Verse 10,"Olungileyo uyakujabula ngokuba ebona impindiselo; uyakugeza izinyawo zakhe egazini lababi,  "
Verse 11,abantu baze bathi: “Impela ukhona umvuzo wolungileyo; impela ukhona uNkulunkulu owahlulelayo emhlabeni.”
Verse 12,
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 1,"Ngikhulule ezitheni zami, Nkulunkulu wami, ngivikele kwabangivukelayo;  "
Verse 2,"ngikhulule kwabenza okubi, ngisindise kubantu begazi.  "
Verse 3,"Ngokuba bheka, baqamekela umphefumulo wami; iziqhwaga ziyangihlanganyela, kungekho siphambeko, kungekho sono kimi, Jehova.  "
Verse 4,"Ziyagijima, zizilungisele, kungekho cala kimi; vuka, ungihlangabeze, ubone.  "
Verse 5,"Wena kambe, Jehova Nkulunkulu Sebawoti, Nkulunkulu ka-Israyeli, vuka uphindisele bonke abezizwe, Sela*  "
Verse 6,"Bayabuya kusihlwa, bahlaba umkhulungwane njengenja, bezula emzini.  "
Verse 7,"Bheka, bayampompa ngomlomo wabo, kukhona izinkemba ezindebeni zabo, ngokuba bathi: “Ngubani ozwayo na?”  "
Verse 8,Kepha wena Jehova uyabahleka; uyabaklolodela bonke abezizwe.  
Verse 9,"Mandla ami, ngiyakulindela wena, ngokuba uNkulunkulu uyinqaba yami.  "
Verse 10,UNkulunkulu wami uyakungihlangabeza ngomusa wakhe; uNkulunkulu uyakungibonisa izitha zami ngokwethaba.  
Verse 11,"Ungazibulali, funa abantu bami bakhohlwe; zizulise ngamandla akho, uzilahle phansi, Nkosi, sihlangu sethu.  "
Verse 12,Izwi lezindebe zazo liyisono somlomo wazo; mazibanjwe ekuzidleni kwazo nangenxa yesiqalekiso namanga eziwakhulumayo.  
Verse 13,"Ziqede ngokuthukuthela, ziqede zingabe zisabakho; mazazi ukuba nguNkulunkulu obusa kwaJakobe, Sela*  "
Verse 14,"Ziyabuya kusihlwa; zihlaba umkhulungwane njengenja, zizula emzini.  "
Verse 15,"Zizulazulela ukudla; uma zingasuthi, zihlala nasebusuku.  "
Verse 16,"Kepha mina ngizakuhlabelela ngamandla akho, ngethabele umusa wakho ekuseni, ngokuba uyinqaba yami, nesiphephelo ngosuku lokuhlupheka kwami.  "
Verse 17,"Mandla ami, ngizakuhubela wena; ngokuba uNkulunkulu uyinqaba yami, unguNkulunkulu wami womusa."
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 1,"Nkulunkulu usilahlile, usichithile; mawubuye usilulamise.  "
Verse 2,"Uzamazamisile umhlaba, wawudabula izimfa; zivale izimfa zawo, ngokuba uyazamazama.  "
Verse 3,"Isizwe sakho usibonisile izinto ezinzima; usiphuzisile iwayini, sabhuyazela.  "
Verse 4,Sela*  
Verse 5,"Ukuze abathandekayo bakho bakhululwe, sindisa ngesandla sakho sokunene, ungizwele.  "
Verse 6,"UNkulunkulu ukhulumile ebungcweleni bakhe, wathi: “Ngiyakwethaba; ngiyakulidabula iShekemi, ngisilinganise isiGodi saseSukoti.  "
Verse 7,"Ngowami uGileyadi, ngowami uManase; u-Efrayimi uyisivikelo sekhanda lami, uJuda uyintonga yami yokubusa.  "
Verse 8,"UMowabi uyisitsha sami sokuhlambela; phezu kuka-Edomi ngiphonsa isicathulo sami; yethaba ngami, Filistiya.”  "
Verse 9,Ngubani oyakungiyisa emzini oqinileyo na? Ngubani oyakungiholela kwa-Edomi na?  
Verse 10,"Akusiwena Nkulunkulu osilahlileyo na? Nkulunkulu, awusaphumi nezimpi zethu.  "
Verse 11,"Siphe ukuba sisizakale ekuhluphekeni, ngokuba ukusiza komuntu kuyize.  "
Verse 12,NgoNkulunkulu siyakwenza izenzo zamandla; yena uyakunyathela phansi izitha zethu.
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 1,"Yizwa, Nkulunkulu, ukukhala kwami, ulalele umkhuleko wami.  "
Verse 2,"Ngikhala kuwe ngisemkhawulweni womhlaba, lapho inhliziyo yami isebuthakathakeni; ngiholele edwaleni eliphakeme kunami.  "
Verse 3,"Ngokuba ubuyisiphephelo sami, inqaba eqinileyo ngakuso isitha.  "
Verse 4,Ngiyakuhlala etendeni lakho kuze kube phakade; Sela*  
Verse 5,"Ngokuba wena Nkulunkulu uzizwile izithembiso zami, wabanika ifa abalesaba igama lakho.  "
Verse 6,Uyakweleka izinsuku ezinsukwini zenkosi; iminyaka yayo iyakuba njengezizukulwane nezizukulwane.  
Verse 7,Iyakuhlala phambi kukaNkulunkulu kuze kube phakade; yimisele umusa neqiniso ukuba kuyilondoloze.  
Verse 8,"Khona ngiyakulidumisa igama lakho kuze kube phakade, ukuze ngigcwalise izithembiso zami imihla ngemihla."
